,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
10,Gluten-Free Appetizers,Grilled Marinated Shrimp,https://www.allrecipes.com/recipe/19484/grilled-marinated-shrimp/,30 m,10 m,2 h 40 m,Original recipe yields 6 servings,447  cals,37.5 ,3.7,25.3 ,230 ,800 ,"1 cup olive oil;1/4 cup chopped fresh parsley;1 lemon, juiced;2 tablespoons hot pepper sauce;3 cloves garlic, minced;1 tablespoon tomato paste;2 teaspoons dried oregano;1 teaspoon salt;1 teaspoon ground black pepper;2 pounds large shrimp, peeled and deveined with tails attached;skewers",3
11,Gluten-Free Appetizers,Chocolate Chip Cheese Ball,https://www.allrecipes.com/recipe/26740/chocolate-chip-cheese-ball/,20 m,3 h 20 m,,Original recipe yields 32 servings (2 cups),102  cals,8.4 ,6.9,1 ,15 ,42 ,"1 (8 ounce) package cream cheese, softened;1/2 cup butter, softened;3/4 cup confectioners' sugar;2 tablespoons brown sugar;1/4 teaspoon vanilla extract;3/4 cup miniature semisweet chocolate chips;3/4 cup finely chopped pecans",3
12,Gluten-Free Appetizers,Florentine Artichoke Dip,https://www.allrecipes.com/recipe/14930/florentine-artichoke-dip/,10 m,25 m,35 m,Original recipe yields 16 servings (4 cups),194  cals,17.1 ,4.9,6.1 ,39 ,379 ,"1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry;1 (14 ounce) can artichoke hearts, drained and chopped;3 cloves garlic, minced;1/2 cup mayonnaise;2 (8 ounce) packages cream cheese, softened;2 tablespoons lemon juice;1 cup grated Parmesan cheese",3
13,Gluten-Free Appetizers,Spiced Pumpkin Seeds,https://www.allrecipes.com/recipe/13839/spiced-pumpkin-seeds/,10 m,1 h,1 h 10 m,Original recipe yields 8 servings (2 cups),90  cals,5.1 ,8.9,3 ,0 ,214 ,"1 1/2 tablespoons margarine, melted;1/2 teaspoon salt;1/8 teaspoon garlic salt;2 teaspoons Worcestershire sauce;2 cups raw whole pumpkin seeds",3
14,Gluten-Free Appetizers,Grilled Shrimp Scampi,https://www.allrecipes.com/recipe/12771/grilled-shrimp-scampi/,30 m,6 m,36 m,Original recipe yields 6 servings,173  cals,10 ,1.6,18.7 ,173 ,200 ,"1/4 cup olive oil;1/4 cup lemon juice;3 tablespoons chopped fresh parsley;1 tablespoon minced garlic;ground black pepper to taste;crushed red pepper flakes to taste (optional);1 1/2 pounds medium shrimp, peeled and deveined",3
15,Gluten-Free Appetizers,Fresh Tomato Salsa,https://www.allrecipes.com/recipe/14088/fresh-tomato-salsa/,10 m,1 h 10 m,,Original recipe yields 4 servings,51  cals,0.2 ,9.7,2.1 ,0 ,592 ,"3 tomatoes, chopped;1/2 cup finely diced onion;5 serrano chiles, finely chopped;1/2 cup chopped fresh cilantro;1 teaspoon salt;2 teaspoons lime juice",1
16,Gluten-Free Appetizers,Hot Artichoke Spinach Dip,https://www.allrecipes.com/recipe/14814/hot-artichoke-spinach-dip/,20 m,25 m,45 m,Original recipe yields 16 servings (4 cups),82  cals,6 ,3.1,4.3 ,19 ,203 ,"1 (14 ounce) can artichoke hearts, drained;1/3 cup grated Romano cheese;1/4 cup grated Parmesan cheese;1/2 teaspoon minced garlic;1 (10 ounce) package frozen chopped spinach, thawed and drained;1/3 cup heavy cream;1/2 cup sour cream;1 cup shredded mozzarella cheese",4
17,Gluten-Free Appetizers,Best Guacamole,https://www.allrecipes.com/recipe/14837/best-guacamole/,5 m,1 h 5 m,,Original recipe yields 16 servings (2 cups),56  cals,5.4 ,2.6,0.6 ,0 ,75 ,"2 avocados;1/2 lemon, juiced;2 tablespoons chopped onion;1/2 teaspoon salt;2 tablespoons olive oil",1
18,Gluten-Free Appetizers,Divine Hard-Boiled Eggs,https://www.allrecipes.com/recipe/176229/divine-hard-boiled-eggs/,5 m,15 m,2 h 50 m,Original recipe yields 12 servings (12 eggs),72  cals,5 ,0.4,6.3 ,186 ,70 ,12 eggs,1
19,Gluten-Free Appetizers,Pico De Gallo,https://www.allrecipes.com/recipe/35304/pico-de-gallo/,20 m,50 m,,Original recipe yields 4 servings,21  cals,0.1 ,4.7,0.8 ,0 ,76 ,"1 medium tomato, diced;1 onion, finely chopped;1/2 fresh jalapeno pepper, seeded and chopped;2 sprigs fresh cilantro, finely chopped;1 green onion, finely chopped;1/2 teaspoon garlic powder;1/8 teaspoon salt;1/8 teaspoon pepper",1
20,Gluten-Free Appetizers,Grilled Portobello Mushrooms,https://www.allrecipes.com/recipe/13913/grilled-portobello-mushrooms/,10 m,10 m,1 h 20 m,Original recipe yields 3 servings,217  cals,19 ,11,3.2 ,0 ,13 ,"3 portobello mushrooms;1/4 cup canola oil;3 tablespoons chopped onion;4 cloves garlic, minced;4 tablespoons balsamic vinegar",3
21,Gluten-Free Appetizers,Perfect Sushi Rice,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/,5 m,20 m,25 m,Original recipe yields 15 servings (5 cups),112  cals,1 ,23.5,1.7 ,0 ,158 ,2 cups uncooked glutinous white rice (sushi rice);3 cups water;1/2 cup rice vinegar;1 tablespoon vegetable oil;1/4 cup white sugar;1 teaspoon salt,2
22,Gluten-Free Bread,Easy Gluten-Free Cinnamon Rolls,https://www.allrecipes.com/recipe/240650/easy-gluten-free-cinnamon-rolls/,,,,,,,,,,,,0
23,Gluten-Free Bread,Gluten Free Banana Bread,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,15 m,30 m,45 m,Original recipe yields 16 servings,132  cals,6.5 ,18.7,1.3 ,39 ,156 ,"2 cups gluten-free all purpose baking flour;1 teaspoon baking powder;1/2 teaspoon salt;1/2 cup butter;1/2 cup turbinado sugar;2 eggs, lightly beaten;3 tablespoons maple syrup;6 ripe bananas, mashed",3
24,Gluten-Free Bread,Gluten-Free White Bread for Bread Machines,https://www.allrecipes.com/recipe/7185/gluten-free-white-bread-for-bread-machines/,,,,Original recipe yields 12 servings (1 - 1 1/2  pound loaf),242  cals,6.7 ,39.6,6.3 ,48 ,275 ,"3 eggs;1 tablespoon cider vinegar;1/4 cup olive oil;1/4 cup honey;1 1/2 cups buttermilk, at room temperature;1 teaspoon salt;1 tablespoon xanthan gum;1/3 cup cornstarch;1/2 cup potato starch;1/2 cup soy flour;2 cups white rice flour;1 tablespoon active dry yeast",3
25,Gluten-Free Bread,Alison's Gluten-Free Bread,https://www.allrecipes.com/recipe/23287/alisons-gluten-free-bread/,,,,Original recipe yields 12 servings (1 - 1.5 pound loaf),225  cals,6 ,38,5.2 ,16 ,255 ,1 egg;1/3 cup egg whites;1 tablespoon apple cider vinegar;1/4 cup canola oil;1/4 cup honey;1 1/2 cups warm skim milk;1 teaspoon salt;1 tablespoon xanthan gum;1/2 cup tapioca flour;1/4 cup garbanzo bean flour;1/4 cup millet flour;1 cup white rice flour;1 cup brown rice flour;1 tablespoon active dry yeast,2
26,Gluten-Free Bread,Gluten-Free Irish Soda Bread,https://www.allrecipes.com/recipe/139275/gluten-free-irish-soda-bread/,10 m,1 h 5 m,1 h 15 m,Original recipe yields 8 servings,207  cals,1.3 ,45.1,3.6 ,24 ,550 ,1 1/2 cups white rice flour;1/2 cup tapioca flour;1/2 cup white sugar;1 teaspoon baking soda;1 teaspoon baking powder;1 teaspoon salt;1 egg;1 cup buttermilk,3
27,Gluten-Free Bread,Gluten Free Zucchini Bread,https://www.allrecipes.com/recipe/233522/gluten-free-zucchini-bread/,15 m,1 h,1 h 15 m,Original recipe yields 10 servings (1 loaf),284  cals,12.3 ,41.8,2.3 ,33 ,280 ,1 cup diced zucchini;2 eggs;1/2 cup canola oil;1 teaspoon gluten-free vanilla extract;1 cup white sugar;1/2 cup white rice flour;1/2 cup sweet rice flour;1/2 cup cornstarch;2 tablespoons tapioca starch;1 teaspoon baking powder;1 teaspoon ground cinnamon;3/4 teaspoon baking soda;1/2 teaspoon xanthan gum;1/2 teaspoon salt;Glaze:;1 tablespoon confectioners' sugar;1 teaspoon lemon juice,5
28,Gluten-Free Bread,Cornbread I,https://www.allrecipes.com/recipe/6798/cornbread-i/,15 m,40 m,55 m,Original recipe yields 8 servings (1 9-inch round loaf),91  cals,3 ,13.2,3 ,24 ,416 ,1 cup buttermilk;1 cup stone ground cornmeal;1 teaspoon salt;1/2 teaspoon baking soda;1 egg;1 tablespoon shortening,4
29,Gluten-Free Bread,Paleo Banana Bread,https://www.allrecipes.com/recipe/228684/paleo-banana-bread/,15 m,45 m,1 h,Original recipe yields 12 servings (12 slices),127  cals,4.3 ,15.8,8.6 ,27 ,117 ,"1 serving cooking spray;2 cups almond flour;1 tablespoon ground cinnamon;1 teaspoon baking soda;2 eggs;1/2 cup water;1 teaspoon almond extract;1/4 cup agave syrup;2 ripe bananas, mashed;1/2 teaspoon vanilla bean paste (optional)",4
30,Gluten-Free Bread,Grain Free Dutch Babies,https://www.allrecipes.com/recipe/231346/grain-free-dutch-babies/,10 m,25 m,35 m,Original recipe yields 6 servings (1 9x13-inch Dutch baby),297  cals,25 ,10,9.4 ,275 ,318 ,1/3 cup butter;8 eggs;1 cup coconut milk;1/3 cup arrowroot powder;1/4 cup chestnut flour;1 teaspoon lemon extract;1 (1 gram) packet stevia powder;1/2 teaspoon sea salt,3
31,Gluten-Free Bread,Brazilian Cheese Bread (Pao de Queijo),https://www.allrecipes.com/recipe/98554/brazilian-cheese-bread-pao-de-queijo/,10 m,20 m,40 m,Original recipe yields 6 servings (6 breads),385  cals,22.6 ,39.9,6.3 ,71 ,555 ,1/2 cup olive oil or butter;1/3 cup water;1/3 cup milk or soy milk;1 teaspoon salt;2 cups tapioca flour;2 teaspoons minced garlic;2/3 cup freshly grated Parmesan cheese;2 beaten eggs,4
32,Gluten-Free Bread,Easy Cloud Bread,https://www.allrecipes.com/recipe/246350/easy-cloud-bread/,10 m,30 m,40 m,Original recipe yields 5 servings,93  cals,6.9 ,3.1,4.6 ,124 ,76 ,"3 large eggs, separated;1/4 teaspoon cream of tartar;2 ounces cream cheese, very soft;1 tablespoon white sugar",5
33,Gluten-Free Bread,Hot Water Cornbread,https://www.allrecipes.com/recipe/6953/hot-water-cornbread/,5 m,10 m,15 m,Original recipe yields 6 servings (12 cakes),95  cals,2.9 ,16.3,1.7 ,0 ,396 ,1 cup cornmeal;1 teaspoon salt;1 teaspoon white sugar;1 tablespoon shortening;3/4 cup boiling water,3
34,Gluten-Free Bread,Almond Flour Bread,https://www.allrecipes.com/recipe/246002/almond-flour-bread/,5 m,40 m,55 m,Original recipe yields 8 servings (1 loaf),229  cals,19.5 ,7.1,9 ,93 ,309 ,1 1/2 cups almond flour;1/3 cup flaxseed meal;4 eggs;1/4 cup unsweetened almond milk;2 tablespoons olive oil;2 teaspoons baking powder;1/2 teaspoon salt,3
35,Gluten-Free Bread,Best Keto Bread,https://www.allrecipes.com/recipe/263033/best-keto-bread/,15 m,45 m,1 h,Original recipe yields 12 servings (1 loaf),247  cals,22.8 ,4.9,7.7 ,116 ,209 ,"cooking spray;7 eggs, at room temperature;1/2 cup butter, melted and cooled;2 tablespoons olive oil;2 cups blanched almond flour;1 teaspoon baking powder;1/2 teaspoon xanthan gum;1/2 teaspoon sea salt",5
36,Gluten-Free Bread,Almond Flour Banana Bread,https://www.allrecipes.com/recipe/239025/almond-flour-banana-bread/,20 m,1 h,1 h 50 m,Original recipe yields 8 servings,332  cals,16.6 ,31.7,19.4 ,61 ,218 ,"cooking spray;3 eggs, beaten;1 tablespoon apple cider vinegar;3 bananas, mashed;1/4 cup coconut oil, melted;1/4 cup honey;1 teaspoon vanilla extract;3 cups almond flour;1 teaspoon ground cinnamon;3/4 teaspoon baking powder;1/2 teaspoon ground nutmeg;1/2 teaspoon salt",4
37,Gluten-Free Bread,Wonderful Gluten Free White Bread,https://www.allrecipes.com/recipe/229878/wonderful-gluten-free-white-bread/,20 m,25 m,1 h 50 m,Original recipe yields 12 servings (1 9x5-inch loaf),222  cals,7.6 ,34.2,3.9 ,46 ,340 ,1 tablespoon active dry yeast;3 tablespoons white sugar;1 1/4 cups warm water;1 1/3 cups rice flour;2/3 cup sorghum flour;1/2 cup potato starch;1/2 cup cornstarch;1/3 cup vegetable oil;3 eggs;1 tablespoon xanthan gum;1 1/2 teaspoons salt,6
38,Gluten-Free Bread,Cloud Bread,https://www.allrecipes.com/recipe/246248/cloud-bread/,10 m,17 m,32 m,Original recipe yields 8 servings (8 rounds),31  cals,2.5 ,0.2,1.8 ,50 ,43 ,"2 tablespoons cream cheese;2 eggs, separated;1/4 teaspoon baking powder",6
39,Gluten-Free Bread,Sweet Corn Cakes,https://www.allrecipes.com/recipe/21097/sweet-corn-cakes/,15 m,1 h,1 h 15 m,Original recipe yields 8 servings (1 - 8x8 inch pan),207  cals,13.4 ,21.9,1.9 ,36 ,180 ,"1/2 cup butter, softened;1/3 cup masa harina;1/4 cup water;1 1/2 cups frozen corn kernels, thawed;1/4 cup cornmeal;1/3 cup white sugar;2 tablespoons heavy cream;1/4 teaspoon salt;1/2 teaspoon baking powder",4
40,Gluten-Free Bread,Gluten Free Danish,https://www.allrecipes.com/recipe/216789/gluten-free-danish/,20 m,10 m,45 m,Original recipe yields 6 servings (12 Danish),343  cals,8.3 ,64.6,3.2 ,23 ,366 ,"2 cups gluten-free pancake mix;1/4 cup butter, room temperature;2 tablespoons white sugar;2/3 cup milk;1/2 teaspoon almond extract;1/4 cup raspberry jam;2/3 cup confectioners' sugar;2 tablespoons milk, or more as needed;1/2 teaspoon vanilla extract;1/4 teaspoon almond extract",5
41,Gluten-Free Bread,Grain-Free Butter Bread,https://www.allrecipes.com/recipe/265434/grain-free-butter-bread/,20 m,30 m,1 h,Original recipe yields 8 servings (1 loaf),241  cals,21 ,5.6,9.7 ,155 ,506 ,6 eggs;1 1/2 cups finely ground almond flour;1 teaspoon fine salt;2 teaspoons baking powder;1/4 cup melted butter;1/8 teaspoon cream of tartar,6
42,Gluten-Free Bread,Ketogenic Bread,https://www.allrecipes.com/recipe/259139/ketogenic-bread/,10 m,45 m,55 m,Original recipe yields 8 servings,377  cals,34.7 ,7.5,12.2 ,193 ,357 ,"7 eggs;1/2 cup butter, melted;2 tablespoons coconut oil;2 cups almond flour;1 teaspoon baking powder;1/2 teaspoon xanthan gum;1/2 teaspoon salt",3
43,Gluten-Free Bread,Banana Blueberry Almond Flour Muffins (Gluten-Free),https://www.allrecipes.com/recipe/238012/banana-blueberry-almond-flour-muffins-gluten-free/,15 m,15 m,1 h,Original recipe yields 4 servings,199  cals,8 ,20.2,14.8 ,93 ,116 ,1 cup almond meal;1/2 teaspoon ground flax seed (optional);1/2 teaspoon chia seeds (optional);1/4 teaspoon baking soda;2 eggs;1 tablespoon honey;1/2 teaspoon apple cider vinegar;1/2 ripe banana;3/4 cup fresh blueberries,3
44,Gluten-Free Breakfast and Brunch,Lola's Horchata,https://www.allrecipes.com/recipe/141828/lolas-horchata/,10 m,3 h 10 m,,Original recipe yields 6 servings (6 cups),213  cals,0.6 ,48.4,2.9 ,2 ,16 ,1 cup uncooked white long-grain rice;5 cups water;1/2 cup milk;1/2 tablespoon vanilla extract;1/2 tablespoon ground cinnamon;2/3 cup white sugar,2
45,Gluten-Free Breakfast and Brunch,Delicious Gluten-Free Pancakes,https://www.allrecipes.com/recipe/33176/delicious-gluten-free-pancakes/,20 m,15 m,35 m,Original recipe yields 10 servings (10 pancakes),147  cals,5.8 ,20.4,3.1 ,29 ,269 ,1 cup rice flour;3 tablespoons tapioca flour;1/3 cup potato starch;4 tablespoons dry buttermilk powder;1 packet sugar substitute;1 1/2 teaspoons baking powder;1/2 teaspoon baking soda;1/2 teaspoon salt;1/2 teaspoon xanthan gum;2 eggs;3 tablespoons canola oil;2 cups water,2
46,Gluten-Free Breakfast and Brunch,Ham and Cheese Breakfast Quiche,https://www.allrecipes.com/recipe/16375/ham-and-cheese-breakfast-quiche/,20 m,55 m,1 h 15 m,Original recipe yields 5 servings (4 to 6 servings),461  cals,32.9 ,25.2,17.6 ,176 ,663 ,"2 (12 ounce) packages frozen hash brown potatoes;1/3 cup butter, melted;1 cup cooked diced ham;1 cup shredded Monterey Jack cheese;2 eggs;1/2 cup heavy whipping cream",5
47,Gluten-Free Breakfast and Brunch,Gluten-Free Irish Soda Bread,https://www.allrecipes.com/recipe/139275/gluten-free-irish-soda-bread/,10 m,1 h 5 m,1 h 15 m,Original recipe yields 8 servings,207  cals,1.3 ,45.1,3.6 ,24 ,550 ,1 1/2 cups white rice flour;1/2 cup tapioca flour;1/2 cup white sugar;1 teaspoon baking soda;1 teaspoon baking powder;1 teaspoon salt;1 egg;1 cup buttermilk,3
48,Gluten-Free Breakfast and Brunch,Greek Scrambled Eggs,https://www.allrecipes.com/recipe/48983/greek-scrambled-eggs/,10 m,5 m,15 m,Original recipe yields 2 servings,257  cals,21.2 ,2.1,14.8 ,328 ,710 ,1 tablespoon butter;3 eggs;1 teaspoon water;1/2 cup crumbled feta cheese;salt and pepper to taste,1
49,Gluten-Free Breakfast and Brunch,Sarah's Applesauce,https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,10 m,20 m,30 m,Original recipe yields 4 servings,121  cals,0.2 ,31.8,0.4 ,0 ,3 ,"4 apples - peeled, cored and chopped;3/4 cup water;1/4 cup white sugar;1/2 teaspoon ground cinnamon",1
50,Gluten-Free Breakfast and Brunch,Sauteed Apples,https://www.allrecipes.com/recipe/21672/sauteed-apples/,5 m,15 m,20 m,Original recipe yields 8 servings (4 cups),143  cals,5.9 ,24.3,0.4 ,15 ,45 ,"1/4 cup butter;4 large tart apples - peeled, cored and sliced 1/4 inch thick;2 teaspoons cornstarch;1/2 cup cold water;1/2 cup brown sugar;1/2 teaspoon ground cinnamon",2
51,Gluten-Free Breakfast and Brunch,Breakfast Sausage,https://www.allrecipes.com/recipe/16359/breakfast-sausage/,10 m,15 m,25 m,Original recipe yields 6 servings,409  cals,32.2 ,2.7,25.6 ,109 ,861 ,2 teaspoons dried sage;2 teaspoons salt;1 teaspoon ground black pepper;1/4 teaspoon dried marjoram;1 tablespoon brown sugar;1/8 teaspoon crushed red pepper flakes;1 pinch ground cloves;2 pounds ground pork,3
52,Gluten-Free Breakfast and Brunch,Baby Spinach Omelet,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,6 m,9 m,15 m,Original recipe yields 1 servings (1 serving),186  cals,12.3 ,2.8,16.4 ,379 ,279 ,2 eggs;1 cup torn baby spinach leaves;1 1/2 tablespoons grated Parmesan cheese;1/4 teaspoon onion powder;1/8 teaspoon ground nutmeg;salt and pepper to taste,2
53,Gluten-Free Breakfast and Brunch,Country Style Fried Potatoes,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,10 m,15 m,25 m,Original recipe yields 6 servings,326  cals,11.7 ,52.1,4.8 ,0 ,400 ,"1/3 cup shortening;6 large potatoes, peeled and cubed;1 teaspoon salt;1/2 teaspoon ground black pepper;1/2 teaspoon garlic powder;1/2 teaspoon paprika",1
54,Gluten-Free Breakfast and Brunch,Quick Almond Flour Pancakes,https://www.allrecipes.com/recipe/234702/quick-almond-flour-pancakes/,10 m,10 m,20 m,Original recipe yields 4 servings (4 pancakes),240  cals,19 ,10.1,9.7 ,93 ,181 ,"1 cup almond flour;1/4 cup water;2 eggs;1 tablespoon maple syrup;1/4 teaspoon salt;1 teaspoon oil, or as needed",2
55,Gluten-Free Breakfast and Brunch,Chakchouka (Shakshouka),https://www.allrecipes.com/recipe/213717/chakchouka-shakshouka/,20 m,20 m,40 m,Original recipe yields 4 servings,209  cals,15 ,12.9,7.8 ,164 ,654 ,"3 tablespoons olive oil;1 1/3 cups chopped onion;1 cup thinly sliced bell peppers, any color;2 cloves garlic, minced, or to taste;2 1/2 cups chopped tomatoes;1 teaspoon ground cumin;1 teaspoon paprika;1 teaspoon salt;1 hot chile pepper, seeded and finely chopped, or to taste;4 eggs",3
56,Gluten-Free Breakfast and Brunch,Corned Beef Hash,https://www.allrecipes.com/recipe/33129/corned-beef-hash/,10 m,30 m,40 m,Original recipe yields 6 servings,434  cals,8.8 ,66.2,23.3 ,48 ,718 ,"6 large potatoes, peeled and diced;1 (12 ounce) can corned beef, cut into chunks;1 medium onion, chopped;1 cup beef broth",1
57,Gluten-Free Breakfast and Brunch,Feta Eggs,https://www.allrecipes.com/recipe/50648/feta-eggs/,10 m,5 m,15 m,Original recipe yields 4 servings,116  cals,8.9 ,2,7.2 ,198 ,435 ,"1 tablespoon butter;1/4 cup chopped onion;4 eggs, beaten;1/4 cup chopped tomatoes;2 tablespoons crumbled feta cheese;salt and pepper to taste",1
58,Gluten-Free Breakfast and Brunch,Potato Pancakes II,https://www.allrecipes.com/recipe/18028/potato-pancakes-ii/,5 m,10 m,15 m,Original recipe yields 3 servings (10 pancakes),254  cals,14.5 ,23.9,7.2 ,83 ,1350 ,"2 cups mashed potatoes;1 egg, beaten;1 teaspoon salt;1/4 cup shredded Cheddar cheese;1 tablespoon butter",1
59,Gluten-Free Breakfast and Brunch,Chef John's Shakshuka,https://www.allrecipes.com/recipe/245362/chef-johns-shakshuka/,15 m,30 m,45 m,Original recipe yields 6 servings,185  cals,10.8 ,14.9,9.9 ,189 ,670 ,"2 tablespoons olive oil;1 large onion, diced;1/2 cup sliced fresh mushrooms;1 teaspoon salt, or more to taste;1 cup diced red bell pepper;1 jalapeno pepper, seeded and sliced;1 teaspoon cumin;1/2 teaspoon paprika;1/2 teaspoon ground turmeric;1/2 teaspoon freshly ground black pepper, plus more to taste;1/4 teaspoon cayenne pepper;1 (28 ounce) can crushed San Marzano tomatoes, or other high-quality plum tomatoes;1/2 cup water, or more as needed;6 large eggs;2 tablespoons crumbled feta cheese;2 tablespoons chopped fresh parsley",3
60,Gluten-Free Breakfast and Brunch,American Frittata,https://www.allrecipes.com/recipe/20020/american-frittata/,15 m,15 m,30 m,Original recipe yields 8 servings,234  cals,11.4 ,20.8,12.4 ,203 ,298 ,"4 potatoes, peeled and cubed;1/2 onions, sliced;1 tablespoon vegetable oil;8 eggs, beaten;3/4 cup cubed ham;salt and pepper to taste;3/4 cup shredded Cheddar cheese",3
61,Gluten-Free Breakfast and Brunch,Easy Cloud Bread,https://www.allrecipes.com/recipe/246350/easy-cloud-bread/,10 m,30 m,40 m,Original recipe yields 5 servings,93  cals,6.9 ,3.1,4.6 ,124 ,76 ,"3 large eggs, separated;1/4 teaspoon cream of tartar;2 ounces cream cheese, very soft;1 tablespoon white sugar",5
62,Gluten-Free Breakfast and Brunch,Hot Water Cornbread,https://www.allrecipes.com/recipe/6953/hot-water-cornbread/,5 m,10 m,15 m,Original recipe yields 6 servings (12 cakes),95  cals,2.9 ,16.3,1.7 ,0 ,396 ,1 cup cornmeal;1 teaspoon salt;1 teaspoon white sugar;1 tablespoon shortening;3/4 cup boiling water,3
63,Gluten-Free Breakfast and Brunch,Early Morning Oven Roasted New Potatoes,https://www.allrecipes.com/recipe/18280/early-morning-oven-roasted-new-potatoes/,10 m,20 m,30 m,Original recipe yields 4 servings,229  cals,11.7 ,28.9,3.5 ,31 ,414 ,"1 1/2 pounds new potatoes, cut into wedges;4 tablespoons butter;2 teaspoons fresh rosemary;salt and pepper to taste",3
64,Gluten-Free Breakfast and Brunch,Authentic Huevos Rancheros,https://www.allrecipes.com/recipe/57947/authentic-huevos-rancheros/,10 m,10 m,20 m,Original recipe yields 4 servings,494  cals,32.9 ,24.2,26.6 ,247 ,1194 ,"2 tablespoons vegetable oil;4 (6 inch) corn tortillas;1 cup refried beans with green chilies;1 teaspoon butter;4 eggs;1 cup shredded Cheddar cheese;8 slices bacon, cooked and crumbled;1/2 cup salsa (optional)",3
